Temps,Nombre de points interet,Nombre de match,Coefficient de translation,Coefficient de rotation,Distance D VisionCheck,Distance ROI 1,Distance ROI 2,Distance ROI 3,CropRef=False,max_edge=600 & max_sum_edges=1080
0.24243521690368652,112,,,,,,,,,
0.09400081634521484,110,,,,,,,,,
0.08709025382995605,105,,,,,,,,,
0.07850790023803711,106,,,,,,,,,
0.0753178596496582,105,,,,,,,,,
0.07598495483398438,97,,,,,,,,,
0.07680320739746094,99,,,,,,,,,
0.07517480850219727,96,,,,,,,,,
0.07517528533935547,98,,,,,,,,,
0.07625126838684082,96,,,,,,,,,
0.07566547393798828,104,,,,,,,,,
0.08852076530456543,97,,,,,,,,,
0.0756375789642334,104,,,,,,,,,
0.07516646385192871,94,,,,,,,,,
0.0756986141204834,102,,,,,,,,,
0.07569718360900879,102,,,,,,,,,
0.07489490509033203,95,,,,,,,,,
0.0745248794555664,98,,,,,,,,,
0.1812891960144043,97,0,0,0,,,,,,
0.0908956527709961,97,0,0,0,,,,,,
0.08365321159362793,104,0,0,0,,,,,,
0.08372759819030762,99,0,0,0,,,,,,
0.08200812339782715,103,0,0,0,,,,,,
0.0822763442993164,97,0,0,0,,,,,,
0.0815272331237793,107,0,0,0,,,,,,
0.0827934741973877,100,0,0,0,,,,,,
0.0821986198425293,102,0,0,0,,,,,,
0.0809025764465332,99,0,0,0,,,,,,
0.08315730094909668,108,0,0,0,,,,,,
0.08269381523132324,98,0,0,0,,,,,,
0.08198118209838867,106,0,0,0,,,,,,
0.08184289932250977,102,0,0,0,,,,,,
0.08208918571472168,98,0,0,0,,,,,,
0.08188557624816895,99,0,0,0,,,,,,
0.08216381072998047,109,0,0,0,,,,,,
0.08094596862792969,107,0,0,0,,,,,,
0.08680510520935059,106,0,0,0,,,,,,
0.08694648742675781,98,0,0,0,,,,,,
0.08258700370788574,107,0,0,0,,,,,,
0.09151554107666016,105,0,0,0,,,,,,
0.08594369888305664,101,0,0,0,,,,,,
0.08275794982910156,103,0,0,0,,,,,,
0.08224797248840332,106,0,0,0,,,,,,
0.08236455917358398,103,0,0,0,,,,,,
0.08337640762329102,109,0,0,0,,,,,,
0.08261799812316895,100,0,0,0,,,,,,
0.08239865303039551,104,0,0,0,,,,,,
0.08335375785827637,104,0,0,0,,,,,,
0.08240604400634766,106,0,0,0,,,,,,
0.08282279968261719,100,0,0,0,,,,,,
0.08313536643981934,101,1,0,0,,,,,,
0.0827181339263916,110,1,0,0,,,,,,
0.08226609230041504,109,1,0,0,,,,,,
0.0816044807434082,103,1,0,0,,,,,,
0.08282589912414551,113,1,0,0,,,,,,
0.08260130882263184,104,2,0,0,,,,,,
0.08237957954406738,107,3,0,0,,,,,,
0.0827476978302002,107,2,0,0,,,,,,
0.08283877372741699,107,4,0,0,,,,,,
0.08327674865722656,108,5,0,0,,,,,,
0.08191609382629395,103,4,0,0,,,,,,
0.08243370056152344,109,7,0,0,,,,,,
0.08280754089355469,105,4,0,0,,,,,,
0.08246445655822754,105,7,0,0,,,,,,
0.08204483985900879,100,5,0,0,,,,,,
0.08189964294433594,103,6,0,0,,,,,,
0.08468365669250488,102,8,-39.20959352296106,0.7079344442367268,,,,,,
0.08248257637023926,101,10,109.72099991492833,2.5018786992178024,,,,,,
0.08198833465576172,95,3,0,0,,,,,,
0.08263444900512695,100,4,0,0,,,,,,
0.0823068618774414,105,4,0,0,,,,,,
0.08327269554138184,102,4,0,0,,,,,,
0.08296084403991699,106,4,0,0,,,,,,
0.08398818969726562,98,4,0,0,,,,,,
0.08287954330444336,103,4,0,0,,,,,,
0.0818636417388916,106,6,0,0,,,,,,
0.08250784873962402,99,2,0,0,,,,,,
0.08254122734069824,102,2,0,0,,,,,,
0.08252596855163574,107,4,0,0,,,,,,
0.08221125602722168,99,3,0,0,,,,,,
0.08236479759216309,102,1,0,0,,,,,,
0.08220171928405762,105,2,0,0,,,,,,
0.08289647102355957,96,1,0,0,,,,,,
0.08202910423278809,95,1,0,0,,,,,,
0.08188533782958984,98,0,0,0,,,,,,
0.08226990699768066,97,1,0,0,,,,,,
0.0832662582397461,102,0,0,0,,,,,,
0.08260703086853027,104,2,0,0,,,,,,
0.08237338066101074,105,1,0,0,,,,,,
0.08212971687316895,97,0,0,0,,,,,,
0.08147740364074707,100,0,0,0,,,,,,
0.08292698860168457,100,0,0,0,,,,,,
0.0820455551147461,96,0,0,0,,,,,,
0.08307576179504395,104,3,0,0,,,,,,
0.08308625221252441,102,6,0,0,,,,,,
0.08313107490539551,103,8,-565.1366282939406,-0.0345740077912034,,,,,,
0.08244967460632324,106,4,0,0,,,,,,
0.08343935012817383,103,9,-66.65434814447433,-0.016970432695667476,,,,,,
0.08239912986755371,104,8,-136.9807988480814,0.25256786359378397,,,,,,
0.08246946334838867,102,6,0,0,,,,,,
0.08307695388793945,100,11,-95.19539093359681,0.1692810973016034,,,,,,
0.08266186714172363,97,10,-119.60134421909065,0.12514390630225006,,,,,,
0.08440160751342773,91,12,-121.91954090462603,0.1798906454433609,,,,,,
0.08314919471740723,94,12,-72.11980292269558,0.19649481543244987,,,,,,
0.08449006080627441,96,18,21.7524594213621,0.0508717789862253,,,,,,
0.08405327796936035,95,19,-30.10535281760881,0.13510720170641644,,,,,,
0.08544635772705078,108,24,-41.95116140992636,0.18910082042401,,,,,,
0.0840156078338623,105,27,-29.220600886045812,0.11467604816665797,,,,,,
0.08534669876098633,104,36,-5.710067613794834,0.19282084734072752,,,,,,
0.08523321151733398,105,36,-78.86380100004617,0.20999967614107387,,,,,,
0.08632612228393555,98,34,-93.29043964155267,0.25949610989212707,,,,,,
0.08695101737976074,93,31,49.08044012693969,-0.0912466088523593,,,,,,
0.08475875854492188,98,37,-72.98655464947664,0.17561900460965305,,,,,,
0.08654212951660156,108,44,-7.994512574039472,0.1364348991732696,,,,,,
0.08432555198669434,103,39,-44.63069252875948,0.1809762764078456,,,,,,
0.08355927467346191,106,43,-123.26907550969035,0.23765479738783746,,,,,,
0.08374786376953125,98,39,-41.219653603967224,0.12908376691857265,,,,,,
0.08585500717163086,100,46,-38.374197873735355,0.14413547902015644,,,,,,
0.08458971977233887,102,39,-8.714236172418449,0.09310197012820304,,,,,,
0.08398151397705078,98,46,-28.39298334521157,0.09943779611507092,,,,,,
0.08524727821350098,101,45,-40.868821529682705,0.010424847253660049,,,,,,
0.08503413200378418,99,43,-7.028007749512203,0.14213927009413024,,,,,,
0.08526754379272461,104,46,-13.009850064664437,-0.010634772595891986,,,,,,
0.08633589744567871,108,54,-7.3213239806931,0.08160110763388498,,,,,,
0.08596920967102051,103,47,-84.2834462852503,0.20002954273347304,,,,,,
0.08490467071533203,100,47,-50.45446544237751,0.06251998911093584,,,,,,
0.08510184288024902,108,51,-27.552146903360942,0.02050738591950942,,,,,,
0.0987091064453125,109,58,27.611811296557253,-0.023038453600675104,14221.0,3220.5,1160.6875,9839.8125,,
0.08433413505554199,112,59,-19.273475662909703,0.0185811918632766,,,,,,
0.08464598655700684,110,54,-125.57361801535998,0.1282623025811695,,,,,,
0.08577799797058105,113,56,-54.794547812306824,0.22347762097251053,,,,,,
0.08557629585266113,107,50,-60.11388952818887,0.0684326196673147,,,,,,
0.08582735061645508,103,53,-89.79759392385569,0.07702625849418104,,,,,,
0.0860280990600586,105,50,-59.598327103115764,0.0747564576551212,,,,,,
0.08709478378295898,112,58,-49.03657863780316,0.010263488261760037,,,,,,
0.08433222770690918,105,46,-93.81885893706104,0.029005812991282475,,,,,,
0.0840921401977539,107,53,-91.9102045598771,0.11118197207676261,,,,,,
0.08581423759460449,100,47,-24.351891874602806,0.04115501596363912,,,,,,
0.08388590812683105,103,46,-40.93682310250854,0.06337062626024434,,,,,,
0.08485054969787598,104,43,-18.674742088741105,0.07923358783618586,,,,,,
0.08539843559265137,105,50,-100.65863610585336,0.13833920405974814,,,,,,
0.08783555030822754,101,45,-45.5525289944578,0.16381599557548893,,,,,,
0.0843191146850586,106,41,0.7625408311196527,-0.08383073629562245,,,,,,
0.08400464057922363,101,37,-74.08293180048646,0.16910598473721314,,,,,,
0.0867164134979248,104,47,-62.376812147541315,0.17445323631410423,,,,,,
0.08626246452331543,106,50,-84.5417332894303,0.0724861183944112,,,,,,
0.08600163459777832,102,50,-104.21514986476205,0.20241382277090492,,,,,,
0.08755207061767578,106,47,2.9861477454107597,0.05834488433809683,,,,,,
0.08543205261230469,104,48,-16.31751444093173,0.14132316145811338,,,,,,
0.08855962753295898,104,48,-189.3530924799596,0.2522684167822192,,,,,,
0.08507943153381348,98,48,-0.7244800436719459,0.058766377101636846,,,,,,
0.08542275428771973,107,47,-6.841430895604878,0.08132804871731325,,,,,,
0.08419322967529297,105,44,-77.21964540689197,0.1554360706420877,,,,,,
0.08544206619262695,106,47,2.0657723635780645,0.13750622841545934,,,,,,
0.08710479736328125,106,46,-204.0158236416629,0.307391963131715,,,,,,
0.08669734001159668,109,51,-21.110349980273895,0.17493425268776536,,,,,,
0.09764242172241211,105,49,23.023454150586332,0.029024506616755867,14590.375,3160.75,1077.9375,10351.6875,,
0.08433651924133301,100,47,12.440601321098239,0.08830619129284957,,,,,,
0.08654594421386719,105,45,10.018377792926703,0.09051313097189267,,,,,,
0.08557367324829102,102,49,-22.73759114521683,0.1972672506012294,,,,,,
0.08483552932739258,97,46,-8.970848685597893,0.11767364643215772,,,,,,
0.08541393280029297,106,46,-17.668773303925427,0.18033464869384952,,,,,,
0.09687423706054688,105,46,20.06327152059358,0.05752663009685604,14588.25,3360.0,1124.625,10103.625,,
0.08604955673217773,102,44,11.039334384107798,0.03489462226612457,,,,,,
0.08504366874694824,103,52,-44.23081995176089,0.254309733043367,,,,,,
0.08702802658081055,109,53,1.7591377782139146,0.07443141830307251,,,,,,
0.08665895462036133,106,51,-80.87448769882174,0.12362929934114644,,,,,,
0.08478856086730957,111,54,-42.179489282314705,0.18495433017488416,,,,,,
0.08603358268737793,108,56,-54.538440018066545,0.0819805166685664,,,,,,
0.08589768409729004,104,52,-16.105150867355512,0.08445830670846242,,,,,,
0.08734893798828125,105,50,-92.8362712563457,0.18267862398253498,,,,,,
0.08614230155944824,107,49,-36.51504263056144,0.21395651349489822,,,,,,
0.08649969100952148,110,52,-35.983192421802705,0.19248039890859903,,,,,,
0.08481860160827637,105,53,-63.04539906906116,0.0764875375129064,,,,,,
0.08507871627807617,103,48,-16.094962028917845,0.039394399215436145,,,,,,
0.08532929420471191,107,52,6.111549254929249,0.0677820212767368,,,,,,
