Temps,Nombre de points interet,Nombre de match,Coefficient de translation,Coefficient de rotation,Distance D VisionCheck,Distance ROI 1,Distance ROI 2,Distance ROI 3,CropRef=False,max_edge=600 & max_sum_edges=1080
0.05216670036315918,387,,,,,,,,,
0.05422830581665039,424,,,,,,,,,
0.058799028396606445,398,,,,,,,,,
0.05113530158996582,390,,,,,,,,,
0.04921984672546387,397,,,,,,,,,
0.04965329170227051,496,,,,,,,,,
0.0446164608001709,559,,,,,,,,,
0.04346752166748047,552,,,,,,,,,
0.0419774055480957,555,,,,,,,,,
0.0403437614440918,545,,,,,,,,,
0.04168057441711426,518,,,,,,,,,
0.03992438316345215,392,,,,,,,,,
0.03848099708557129,352,,,,,,,,,
1.8061285018920898,417,7,0,0,,,,,,
1.6720631122589111,453,9,0,0,,,,,,
1.662651777267456,401,7,0,0,,,,,,
1.6082189083099365,456,9,0,0,,,,,,
1.6118805408477783,447,8,0,0,,,,,,
1.6384587287902832,482,7,0,0,,,,,,
1.6494531631469727,489,9,0,0,,,,,,
1.5956213474273682,429,9,0,0,,,,,,
1.6685912609100342,404,7,0,0,,,,,,
1.7048449516296387,429,8,0,0,,,,,,
1.6033189296722412,477,9,0,0,,,,,,
1.5985417366027832,496,8,0,0,,,,,,
1.6460368633270264,467,15,0,0,,,,,,
1.5952062606811523,469,11,0,0,,,,,,
1.5875701904296875,479,10,0,0,,,,,,
1.5995447635650635,433,8,0,0,,,,,,
1.5825817584991455,403,7,0,0,,,,,,
1.6009023189544678,399,6,0,0,,,,,,
1.602893352508545,460,7,0,0,,,,,,
1.5961387157440186,430,8,0,0,,,,,,
1.5884554386138916,446,8,0,0,,,,,,
1.643977403640747,443,9,0,0,,,,,,
1.595066785812378,459,10,0,0,,,,,,
1.5915696620941162,438,11,0,0,,,,,,
1.592561960220337,449,8,0,0,,,,,,
1.5944039821624756,413,9,0,0,,,,,,
1.5842430591583252,449,8,0,0,,,,,,
1.6027724742889404,539,9,0,0,,,,,,
1.6107134819030762,504,10,0,0,,,,,,
1.6470832824707031,491,8,0,0,,,,,,
1.6196975708007812,501,15,0,0,,,,,,
1.602752685546875,471,23,0,0,,,,,,
1.608105182647705,493,20,0,0,,,,,,
1.6238956451416016,528,11,0,0,,,,,,
1.6568264961242676,508,11,0,0,,,,,,
1.6531918048858643,461,17,0,0,,,,,,
1.6987454891204834,480,26,0,0,,,,,,
2.0345122814178467,547,35,139.64642883094845,-0.0224500320085741,5483.5,1093.875,610.9375,3778.6875,,
1.6434175968170166,534,27,0,0,,,,,,
1.6630001068115234,565,32,138.69033983535707,-0.019861960670059454,5879.1875,1103.125,701.625,4074.4375,,
1.659576654434204,549,28,0,0,,,,,,
1.722555160522461,567,29,0,0,,,,,,
1.6340715885162354,610,33,141.27622592178,-0.013386682761583325,5287.9375,1111.125,682.25,3494.5625,,
1.6608645915985107,625,40,138.50641649307443,-0.0015446971502546675,5133.75,1064.5625,824.125,3245.0625,,
1.7267670631408691,619,35,140.89203953609837,-0.009936538675362254,5108.875,1104.75,809.5625,3194.5625,,
1.6493146419525146,579,32,143.17557986242457,-0.015268265992215313,4614.3125,1087.1875,744.375,2782.75,,
1.624762773513794,590,36,143.64108744227138,-0.010736198240338429,4681.3125,1071.5,817.125,2792.6875,,
1.6726369857788086,585,40,147.9021940136906,-0.016609048743756166,4608.6875,1089.625,711.25,2807.8125,,
1.6889846324920654,567,33,144.6495107300863,-0.0002808165359482265,4765.6875,1030.1875,706.8125,3028.6875,,
1.6780591011047363,569,41,149.21583307631312,-0.011725545638708392,4350.5625,1007.25,734.0,2609.3125,,
1.6535475254058838,603,34,148.00485522394547,0.004803170749319671,4554.625,962.625,870.5625,2721.4375,,
1.6497602462768555,512,38,147.3370990745468,-0.006800506025523418,4202.3125,772.5625,707.625,2722.125,,
1.6455700397491455,521,32,152.5797169670543,-0.029499632903995297,5631.6875,1142.0625,793.8125,3695.8125,,
1.6208133697509766,464,30,0,0,,,,,,
1.6072142124176025,492,28,0,0,,,,,,
1.6149630546569824,468,19,0,0,,,,,,
1.6044089794158936,461,17,0,0,,,,,,
1.6064977645874023,487,29,0,0,,,,,,
1.6818838119506836,481,32,169.71600559738428,-0.021128176016012256,5116.75,973.5,696.5625,3446.6875,,
1.692765235900879,446,16,0,0,,,,,,
1.595654010772705,438,25,0,0,,,,,,
1.6712710857391357,436,17,0,0,,,,,,
1.5761585235595703,379,16,0,0,,,,,,
1.5929415225982666,426,22,0,0,,,,,,
1.5970299243927002,436,27,0,0,,,,,,
1.6263313293457031,462,19,0,0,,,,,,
1.626936674118042,398,20,0,0,,,,,,
1.6311118602752686,415,19,0,0,,,,,,
1.5937237739562988,487,23,0,0,,,,,,
1.6159172058105469,485,35,215.2799553097813,-0.036108858365958646,5437.5,1024.4375,670.0,3743.0625,,
1.6438450813293457,479,36,218.3640094396139,-0.05253643391632116,5805.5,1173.75,817.6875,3814.0625,,
1.617257833480835,449,26,0,0,,,,,,
1.5915005207061768,418,21,0,0,,,,,,
1.5976974964141846,455,26,0,0,,,,,,
1.6943166255950928,489,34,200.75006611048167,-0.027559091491069613,5364.625,1117.6875,612.375,3634.5625,,
1.7341313362121582,489,29,0,0,,,,,,
1.6059238910675049,479,25,0,0,,,,,,
1.6317801475524902,485,29,0,0,,,,,,
1.628350019454956,496,28,0,0,,,,,,
1.6536247730255127,559,34,187.67930276388043,-0.032388365080590474,5564.5625,1067.625,767.5625,3729.375,,
1.6930880546569824,549,38,180.7411013334829,-0.03253608001973365,5547.25,1076.875,702.9375,3767.4375,,
1.6701993942260742,505,24,0,0,,,,,,
1.7109086513519287,555,31,165.85698261020045,-0.0020726141319427696,5709.3125,1054.4375,821.125,3833.75,,
1.6248013973236084,488,22,0,0,,,,,,
1.6799416542053223,491,28,0,0,,,,,,
1.63539719581604,496,30,0,0,,,,,,
