Temps,Nombre de points interet,Nombre de match,Coefficient de translation,Coefficient de rotation,Distance D VisionCheck,Distance ROI 1,Distance ROI 2,Distance ROI 3,CropRef=False,max_edge=600 & max_sum_edges=1080
0.513484001159668,450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
0.35440897941589355,455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
0.3286862373352051,454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
0.3279135227203369,455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
0.3268120288848877,468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
0.3355872631072998,439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
2.523277997970581,452,0,0,0,NaN,NaN,NaN,NaN,,
0.38724279403686523,463,0,0,0,NaN,NaN,NaN,NaN,,
0.36830592155456543,450,0,0,0,NaN,NaN,NaN,NaN,,
0.37035036087036133,457,0,0,0,NaN,NaN,NaN,NaN,,
0.3668630123138428,445,0,0,0,NaN,NaN,NaN,NaN,,
0.36716794967651367,457,0,0,0,NaN,NaN,NaN,NaN,,
0.3841667175292969,444,0,0,0,NaN,NaN,NaN,NaN,,
0.37228989601135254,440,0,0,0,NaN,NaN,NaN,NaN,,
0.3681802749633789,441,0,0,0,NaN,NaN,NaN,NaN,,
0.3743886947631836,430,0,0,0,NaN,NaN,NaN,NaN,,
0.36418652534484863,445,0,0,0,NaN,NaN,NaN,NaN,,
0.36475491523742676,442,0,0,0,NaN,NaN,NaN,NaN,,
0.3835780620574951,438,0,0,0,NaN,NaN,NaN,NaN,,
0.37146496772766113,431,0,0,0,NaN,NaN,NaN,NaN,,
0.3752567768096924,459,0,0,0,NaN,NaN,NaN,NaN,,
0.3717200756072998,427,0,0,0,NaN,NaN,NaN,NaN,,
0.37108874320983887,431,0,0,0,NaN,NaN,NaN,NaN,,
0.37046289443969727,427,0,0,0,NaN,NaN,NaN,NaN,,
0.3740227222442627,422,0,0,0,NaN,NaN,NaN,NaN,,
0.36521053314208984,437,0,0,0,NaN,NaN,NaN,NaN,,
0.3668689727783203,444,0,0,0,NaN,NaN,NaN,NaN,,
0.3677036762237549,450,0,0,0,NaN,NaN,NaN,NaN,,
0.36618471145629883,436,0,0,0,NaN,NaN,NaN,NaN,,
0.37544918060302734,431,0,0,0,NaN,NaN,NaN,NaN,,
0.37523341178894043,431,1,0,0,NaN,NaN,NaN,NaN,,
0.36387205123901367,416,1,0,0,NaN,NaN,NaN,NaN,,
0.36759042739868164,451,1,0,0,NaN,NaN,NaN,NaN,,
0.36437010765075684,428,1,0,0,NaN,NaN,NaN,NaN,,
0.3658881187438965,444,1,0,0,NaN,NaN,NaN,NaN,,
0.36425185203552246,427,1,0,0,NaN,NaN,NaN,NaN,,
0.36201047897338867,417,1,0,0,NaN,NaN,NaN,NaN,,
